employee_id,rank,location,nationality,manager,department,grade_level,contract_type,flight_type,performance_flag,tenure_years,engage_sentiment_score,absence_days_past_6_months,engage_sentiment,nps_valid_from,sentiment_valid_from,crewnps
c85aefa4-054a-4c29-ab53-fab9069c4257,Cabin Crew,Dammam,UK,Manager 12,Inflight,G2,Part-time,Mixed,Low Performer,2.3,4.66,2,favorable,2023-11-07,2024-05-14,59.38
c85aefa4-054a-4c29-ab53-fab9069c4257,Cabin Crew,Jeddah,USA,Manager 16,Training,G2,Contract,Long-haul,Meets Expectations,7.5,4.7,1,favorable,2023-04-03,2024-08-20,65.49
c85aefa4-054a-4c29-ab53-fab9069c4257,Cabin Crew,Jeddah,PHILIPPINES,Manager 5,Operations,G2,Full-time,Long-haul,Meets Expectations,10.8,3.91,2,favorable,2023-09-24,2023-11-28,62.33
0a5464a7-a27f-4c1c-ad9d-b2ac5f82923c,Cabin Manager,Riyadh,INDIA,Manager 16,Ground Services,G2,Part-time,Long-haul,High Performer,0.3,4.6,1,favorable,2023-12-13,2024-10-17,68.36
0a5464a7-a27f-4c1c-ad9d-b2ac5f82923c,Cabin Crew,Riyadh,UAE,Manager 6,Ground Services,G1,Contract,Short-haul,Meets Expectations,5.0,4.08,1,favorable,2023-05-06,2023-10-19,54.86
0a5464a7-a27f-4c1c-ad9d-b2ac5f82923c,Cabin Crew,Jeddah,USA,Manager 11,Training,G3,Part-time,Long-haul,Meets Expectations,1.9,3.11,1,neutral,2024-03-27,2023-08-20,40.62
0a5464a7-a27f-4c1c-ad9d-b2ac5f82923c,Cabin Manager,Dammam,CANADA,Manager 17,Operations,G3,Contract,Mixed,Meets Expectations,4.4,3.4,1,neutral,2024-01-16,2024-09-26,55.1
0a5464a7-a27f-4c1c-ad9d-b2ac5f82923c,Cabin Manager,Riyadh,CANADA,Manager 14,Operations,G1,Contract,Mixed,Meets Expectations,3.3,3.51,1,favorable,2024-08-17,2023-09-13,45.18
fde1e77e-c92b-4f98-bddd-1da1596d80b7,Cabin Crew,Riyadh,CANADA,Manager 6,Training,G1,Contract,Long-haul,High Performer,2.0,1.51,3,unfavorable,2024-10-03,2024-09-08,30.0
fde1e77e-c92b-4f98-bddd-1da1596d80b7,Cabin Crew,Abu Dhabi,UAE,Manager 11,Inflight,G3,Full-time,Short-haul,High Performer,0.5,1.77,2,unfavorable,2024-03-09,2024-06-20,30.0
fde1e77e-c92b-4f98-bddd-1da1596d80b7,Cabin Crew,Dammam,UK,Manager 12,Operations,G3,Full-time,Mixed,Meets Expectations,4.1,3.09,1,neutral,2024-09-19,2024-08-31,37.27
fde1e77e-c92b-4f98-bddd-1da1596d80b7,Cabin Manager,Dammam,UAE,Manager 13,Ground Services,G1,Contract,Mixed,Meets Expectations,0.6,1.46,5,unfavorable,2023-08-14,2024-09-10,30.0
fde1e77e-c92b-4f98-bddd-1da1596d80b7,Cabin Crew,Jeddah,CANADA,Manager 4,Training,G2,Full-time,Mixed,Meets Expectations,0.8,4.86,3,favorable,2024-05-04,2024-10-18,60.58
e3833304-15db-4bdb-a2b1-80daa7c7be10,Cabin Crew,Dammam,USA,Manager 7,Ground Services,G1,Part-time,Long-haul,Meets Expectations,20.1,3.03,2,neutral,2024-09-20,2023-07-10,55.31
e3833304-15db-4bdb-a2b1-80daa7c7be10,Cabin Manager,Jeddah,INDIA,Manager 2,Inflight,G3,Full-time,Mixed,Low Performer,1.9,2.52,1,neutral,2023-04-17,2024-09-10,30.0
e3833304-15db-4bdb-a2b1-80daa7c7be10,Cabin Crew,Abu Dhabi,INDIA,Manager 6,Training,G2,Full-time,Long-haul,Meets Expectations,4.4,1.63,0,unfavorable,2023-04-24,2023-04-19,30.0
e3833304-15db-4bdb-a2b1-80daa7c7be10,Cabin Crew,Dammam,UAE,Manager 6,Ground Services,G3,Part-time,Long-haul,High Performer,1.6,2.67,2,neutral,2023-07-24,2024-06-28,43.38
7ae99094-2c53-45e7-a230-6f6886985385,Cabin Crew,Riyadh,CANADA,Manager 18,Ground Services,G2,Part-time,Long-haul,Meets Expectations,10.0,2.21,0,unfavorable,2023-12-26,2024-02-18,30.53
7ae99094-2c53-45e7-a230-6f6886985385,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 20,Inflight,G3,Part-time,Long-haul,Meets Expectations,1.7,1.35,1,unfavorable,2024-12-05,2023-04-09,30.0
7ae99094-2c53-45e7-a230-6f6886985385,Cabin Crew,Jeddah,UAE,Manager 8,Training,G2,Contract,Long-haul,Low Performer,2.3,4.87,3,favorable,2023-06-04,2024-07-05,74.47
7ae99094-2c53-45e7-a230-6f6886985385,Cabin Crew,Abu Dhabi,CANADA,Manager 8,Operations,G1,Part-time,Mixed,Meets Expectations,4.7,2.06,3,unfavorable,2023-11-26,2024-08-19,30.0
1d5c7a41-d81a-4b21-a70a-b369ff6e966a,Cabin Crew,Jeddah,UK,Manager 8,Operations,G1,Part-time,Long-haul,Meets Expectations,10.2,3.76,0,favorable,2023-09-05,2024-09-10,67.6
1d5c7a41-d81a-4b21-a70a-b369ff6e966a,Cabin Crew,Abu Dhabi,INDIA,Manager 8,Ground Services,G2,Part-time,Long-haul,Meets Expectations,8.5,1.37,1,unfavorable,2023-10-01,2024-03-04,30.0
1d5c7a41-d81a-4b21-a70a-b369ff6e966a,Flight Manager,Jeddah,INDIA,Manager 1,Inflight,G2,Contract,Long-haul,High Performer,1.5,4.65,2,favorable,2023-08-14,2024-07-23,72.25
574de91d-7e27-4adc-b95a-3af0cdc7fb7d,Cabin Crew,Dammam,INDIA,Manager 2,Ground Services,G1,Full-time,Long-haul,Meets Expectations,8.8,3.36,4,neutral,2024-08-09,2023-10-10,53.88
574de91d-7e27-4adc-b95a-3af0cdc7fb7d,Flight Manager,Riyadh,PHILIPPINES,Manager 12,Inflight,G1,Contract,Long-haul,Meets Expectations,6.0,3.63,4,favorable,2024-04-20,2023-12-13,58.86
574de91d-7e27-4adc-b95a-3af0cdc7fb7d,Cabin Crew,Jeddah,CANADA,Manager 15,Operations,G2,Full-time,Long-haul,Meets Expectations,22.9,4.13,3,favorable,2024-11-11,2024-02-24,72.7
574de91d-7e27-4adc-b95a-3af0cdc7fb7d,Cabin Manager,Abu Dhabi,CANADA,Manager 4,Ground Services,G2,Part-time,Mixed,High Performer,13.7,3.42,0,neutral,2023-06-03,2023-06-08,75.17
574de91d-7e27-4adc-b95a-3af0cdc7fb7d,Cabin Manager,Jeddah,CANADA,Manager 3,Ground Services,G1,Contract,Long-haul,Low Performer,3.8,1.28,0,unfavorable,2024-09-06,2023-10-11,30.0
2e6cbfc5-637f-46df-bafd-62463d2073a6,Cabin Crew,Jeddah,CANADA,Manager 14,Inflight,G3,Contract,Long-haul,Meets Expectations,6.9,2.72,1,neutral,2023-06-28,2024-01-26,43.54
2e6cbfc5-637f-46df-bafd-62463d2073a6,Cabin Manager,Jeddah,PHILIPPINES,Manager 8,Training,G1,Full-time,Mixed,High Performer,4.2,2.05,0,unfavorable,2024-11-11,2024-05-21,30.0
2e6cbfc5-637f-46df-bafd-62463d2073a6,Cabin Manager,Abu Dhabi,USA,Manager 13,Inflight,G2,Contract,Mixed,Meets Expectations,4.5,2.95,1,neutral,2024-10-29,2023-05-11,39.21
2e6cbfc5-637f-46df-bafd-62463d2073a6,Cabin Crew,Riyadh,UAE,Manager 19,Training,G2,Contract,Short-haul,High Performer,0.5,2.62,1,neutral,2023-06-22,2023-04-28,39.49
2e6cbfc5-637f-46df-bafd-62463d2073a6,Cabin Crew,Dammam,UAE,Manager 5,Operations,G3,Full-time,Mixed,Meets Expectations,0.0,4.31,3,favorable,2023-09-24,2023-04-11,55.61
e95b9728-c3d5-4d22-8459-b0ede843f80b,Cabin Crew,Riyadh,CANADA,Manager 13,Ground Services,G1,Contract,Mixed,Meets Expectations,0.2,1.99,0,unfavorable,2024-10-11,2024-12-13,30.0
e95b9728-c3d5-4d22-8459-b0ede843f80b,Cabin Manager,Jeddah,UK,Manager 20,Ground Services,G2,Contract,Long-haul,Meets Expectations,17.0,1.81,2,unfavorable,2024-12-22,2024-02-10,40.83
e95b9728-c3d5-4d22-8459-b0ede843f80b,Cabin Manager,Abu Dhabi,INDIA,Manager 1,Inflight,G1,Part-time,Short-haul,Meets Expectations,0.7,4.83,2,favorable,2024-01-04,2023-10-27,67.84
e95b9728-c3d5-4d22-8459-b0ede843f80b,Cabin Manager,Riyadh,PHILIPPINES,Manager 16,Inflight,G2,Part-time,Long-haul,Meets Expectations,0.2,4.8,2,favorable,2024-01-17,2023-12-26,66.42
e95b9728-c3d5-4d22-8459-b0ede843f80b,Cabin Crew,Jeddah,UK,Manager 2,Operations,G3,Part-time,Short-haul,Meets Expectations,1.9,4.97,1,favorable,2024-10-06,2023-08-12,81.01
c62567fc-49e1-43a2-a3df-02b0b2a60e16,Cabin Manager,Dammam,UK,Manager 7,Operations,G1,Part-time,Long-haul,Meets Expectations,4.4,3.27,1,neutral,2023-05-17,2023-10-05,56.15
c62567fc-49e1-43a2-a3df-02b0b2a60e16,Cabin Crew,Dammam,CANADA,Manager 6,Training,G1,Part-time,Mixed,High Performer,14.8,1.45,1,unfavorable,2024-06-05,2023-11-05,31.27
6166e6cc-56d0-4e37-ad37-178450475056,Cabin Crew,Dammam,PHILIPPINES,Manager 5,Operations,G3,Contract,Mixed,Meets Expectations,6.0,4.52,1,favorable,2024-05-22,2024-11-04,61.46
6166e6cc-56d0-4e37-ad37-178450475056,Cabin Crew,Jeddah,UAE,Manager 4,Operations,G2,Contract,Short-haul,Meets Expectations,1.6,1.58,2,unfavorable,2023-10-20,2024-06-29,30.0
6166e6cc-56d0-4e37-ad37-178450475056,Cabin Crew,Abu Dhabi,INDIA,Manager 2,Operations,G2,Part-time,Long-haul,Meets Expectations,14.0,1.62,3,unfavorable,2023-12-28,2023-06-18,34.39
6166e6cc-56d0-4e37-ad37-178450475056,Cabin Crew,Riyadh,UAE,Manager 10,Operations,G1,Full-time,Long-haul,Meets Expectations,0.2,1.77,3,unfavorable,2024-09-17,2024-01-21,30.0
6166e6cc-56d0-4e37-ad37-178450475056,Cabin Crew,Dammam,UK,Manager 5,Training,G3,Part-time,Mixed,High Performer,19.3,3.61,0,favorable,2024-05-04,2024-05-18,72.46
752f94ed-9ec8-47b9-8883-9b17d629a164,Cabin Crew,Jeddah,INDIA,Manager 18,Operations,G1,Contract,Mixed,High Performer,0.3,1.43,3,unfavorable,2023-09-06,2024-06-09,30.0
752f94ed-9ec8-47b9-8883-9b17d629a164,Cabin Crew,Jeddah,USA,Manager 10,Training,G1,Full-time,Short-haul,Meets Expectations,7.0,4.11,3,favorable,2023-07-08,2024-07-18,61.67
34dcdfe4-4060-43b9-b6c6-28786f7cc8f3,Cabin Crew,Riyadh,UK,Manager 15,Inflight,G2,Part-time,Mixed,Meets Expectations,0.2,1.23,8,unfavorable,2024-10-24,2023-11-04,30.0
34dcdfe4-4060-43b9-b6c6-28786f7cc8f3,Cabin Crew,Dammam,UAE,Manager 9,Ground Services,G2,Full-time,Short-haul,Meets Expectations,13.4,1.44,2,unfavorable,2024-02-21,2024-11-13,30.0
34dcdfe4-4060-43b9-b6c6-28786f7cc8f3,Cabin Crew,Jeddah,UAE,Manager 11,Inflight,G2,Part-time,Short-haul,Meets Expectations,0.6,2.74,2,neutral,2023-05-07,2023-04-05,46.62
ca63c664-ac68-4442-9bef-144f7bc3fd34,Cabin Crew,Riyadh,CANADA,Manager 17,Operations,G2,Contract,Short-haul,High Performer,0.3,2.52,0,neutral,2024-07-28,2023-12-27,41.12
ca63c664-ac68-4442-9bef-144f7bc3fd34,Cabin Crew,Abu Dhabi,UAE,Manager 9,Ground Services,G2,Part-time,Short-haul,Low Performer,11.0,4.96,3,favorable,2024-05-19,2023-11-24,67.02
00b2d5a0-ea8f-40c8-813c-2df66ab9cebc,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 16,Operations,G3,Full-time,Mixed,Meets Expectations,0.5,4.87,0,favorable,2023-04-20,2023-12-27,71.89
00b2d5a0-ea8f-40c8-813c-2df66ab9cebc,Cabin Crew,Abu Dhabi,UK,Manager 6,Operations,G1,Contract,Short-haul,Low Performer,8.0,1.76,3,unfavorable,2023-12-10,2024-08-10,30.0
00b2d5a0-ea8f-40c8-813c-2df66ab9cebc,Cabin Crew,Dammam,INDIA,Manager 11,Inflight,G3,Part-time,Mixed,Meets Expectations,6.9,4.79,2,favorable,2024-09-23,2024-05-21,62.5
7954c23a-e264-49f3-a7c4-021501755746,Cabin Crew,Riyadh,UAE,Manager 17,Operations,G1,Part-time,Short-haul,Meets Expectations,4.6,3.77,4,favorable,2024-01-15,2023-09-11,45.06
7954c23a-e264-49f3-a7c4-021501755746,Cabin Crew,Riyadh,CANADA,Manager 4,Inflight,G2,Part-time,Mixed,High Performer,2.4,2.64,2,neutral,2023-07-03,2024-12-09,33.37
7954c23a-e264-49f3-a7c4-021501755746,Cabin Manager,Jeddah,CANADA,Manager 15,Operations,G3,Part-time,Short-haul,High Performer,12.4,3.96,1,favorable,2023-10-06,2024-07-01,53.5
7954c23a-e264-49f3-a7c4-021501755746,Cabin Crew,Jeddah,UAE,Manager 1,Training,G1,Contract,Mixed,Low Performer,10.2,4.6,4,favorable,2023-09-26,2024-07-07,59.98
7954c23a-e264-49f3-a7c4-021501755746,Cabin Crew,Jeddah,PHILIPPINES,Manager 20,Ground Services,G2,Contract,Long-haul,High Performer,2.8,1.72,3,unfavorable,2023-10-10,2024-10-29,30.0
d5db5b29-0fe1-44c8-9e57-d89db4ea61db,Cabin Crew,Riyadh,CANADA,Manager 1,Inflight,G2,Part-time,Short-haul,Meets Expectations,1.3,1.78,1,unfavorable,2024-09-10,2024-04-18,30.0
d5db5b29-0fe1-44c8-9e57-d89db4ea61db,Cabin Crew,Jeddah,INDIA,Manager 9,Inflight,G3,Contract,Short-haul,Meets Expectations,1.6,2.63,0,neutral,2023-04-25,2024-06-17,34.14
d5db5b29-0fe1-44c8-9e57-d89db4ea61db,Cabin Crew,Riyadh,UK,Manager 12,Ground Services,G3,Full-time,Long-haul,Low Performer,1.2,1.68,2,unfavorable,2023-06-09,2024-10-03,30.0
d5db5b29-0fe1-44c8-9e57-d89db4ea61db,Cabin Crew,Riyadh,USA,Manager 4,Inflight,G3,Contract,Long-haul,Meets Expectations,3.9,2.44,3,unfavorable,2024-09-28,2024-08-07,36.83
d5db5b29-0fe1-44c8-9e57-d89db4ea61db,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 13,Ground Services,G2,Full-time,Short-haul,Meets Expectations,10.1,3.58,1,favorable,2024-07-15,2024-06-10,57.32
0bf74b84-e73b-48a1-8f9b-76f8485b0a47,Cabin Crew,Jeddah,CANADA,Manager 7,Training,G1,Full-time,Mixed,High Performer,7.4,4.25,3,favorable,2024-01-11,2024-05-29,61.95
0bf74b84-e73b-48a1-8f9b-76f8485b0a47,Cabin Crew,Abu Dhabi,UK,Manager 8,Operations,G1,Contract,Short-haul,Meets Expectations,7.9,2.21,3,unfavorable,2024-03-02,2024-10-13,30.0
0bf74b84-e73b-48a1-8f9b-76f8485b0a47,Cabin Manager,Dammam,USA,Manager 13,Training,G3,Part-time,Mixed,High Performer,3.0,2.13,3,unfavorable,2024-07-09,2023-08-23,34.22
7f6018b7-559a-41df-8df1-e78fe5320797,Cabin Manager,Dammam,UAE,Manager 11,Operations,G1,Contract,Long-haul,High Performer,1.9,4.12,0,favorable,2024-06-05,2023-07-20,74.03
7f6018b7-559a-41df-8df1-e78fe5320797,Cabin Manager,Dammam,UAE,Manager 9,Ground Services,G2,Full-time,Mixed,Meets Expectations,7.1,2.52,2,neutral,2023-09-16,2024-02-08,37.95
7f6018b7-559a-41df-8df1-e78fe5320797,Flight Manager,Riyadh,INDIA,Manager 16,Training,G1,Full-time,Short-haul,High Performer,7.9,4.27,3,favorable,2024-02-21,2024-09-20,76.34
7f6018b7-559a-41df-8df1-e78fe5320797,Cabin Crew,Riyadh,USA,Manager 10,Operations,G2,Contract,Long-haul,Meets Expectations,5.9,4.97,1,favorable,2024-07-06,2023-09-06,68.38
ac7f9e3e-2f04-4c3b-a8f8-1babfbf30d3d,Cabin Crew,Riyadh,UAE,Manager 11,Ground Services,G3,Full-time,Long-haul,Low Performer,0.2,4.92,0,favorable,2024-07-31,2024-02-29,62.58
ac7f9e3e-2f04-4c3b-a8f8-1babfbf30d3d,Cabin Crew,Jeddah,UAE,Manager 12,Operations,G1,Contract,Short-haul,Meets Expectations,4.5,3.65,0,favorable,2023-05-30,2023-10-17,33.91
ac7f9e3e-2f04-4c3b-a8f8-1babfbf30d3d,Cabin Crew,Abu Dhabi,CANADA,Manager 14,Inflight,G2,Contract,Short-haul,Meets Expectations,2.1,2.5,3,unfavorable,2024-12-02,2024-12-25,30.0
461bc3ac-7dc7-4669-8ac2-254a1945b368,Cabin Manager,Riyadh,INDIA,Manager 19,Inflight,G3,Part-time,Long-haul,Meets Expectations,1.1,1.26,1,unfavorable,2023-08-28,2024-08-16,30.0
461bc3ac-7dc7-4669-8ac2-254a1945b368,Cabin Crew,Abu Dhabi,UK,Manager 12,Ground Services,G3,Full-time,Mixed,Meets Expectations,5.9,3.95,1,favorable,2024-12-15,2024-11-21,50.29
461bc3ac-7dc7-4669-8ac2-254a1945b368,Cabin Manager,Abu Dhabi,UAE,Manager 18,Operations,G3,Contract,Mixed,High Performer,1.6,4.91,2,favorable,2023-06-08,2024-05-29,68.41
461bc3ac-7dc7-4669-8ac2-254a1945b368,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 17,Inflight,G3,Full-time,Mixed,Meets Expectations,12.2,1.27,2,unfavorable,2024-10-01,2024-04-01,30.0
b29ea5b3-a98d-49b8-8312-753ee0ba6558,Cabin Manager,Jeddah,PHILIPPINES,Manager 3,Training,G1,Contract,Short-haul,Meets Expectations,1.8,1.02,0,unfavorable,2023-08-16,2023-12-08,30.0
b29ea5b3-a98d-49b8-8312-753ee0ba6558,Cabin Crew,Jeddah,UK,Manager 1,Operations,G2,Contract,Long-haul,Meets Expectations,4.1,4.33,6,favorable,2023-11-24,2024-10-10,58.63
7c5edd17-9866-4a9c-a30b-af0f4121c76c,Cabin Crew,Dammam,USA,Manager 19,Operations,G1,Part-time,Mixed,Meets Expectations,8.8,1.41,1,unfavorable,2024-10-29,2023-06-15,30.0
7c5edd17-9866-4a9c-a30b-af0f4121c76c,Cabin Crew,Dammam,INDIA,Manager 4,Inflight,G2,Contract,Long-haul,Meets Expectations,2.6,1.33,1,unfavorable,2024-08-28,2023-12-30,30.0
a3a5e248-0364-4c5d-a9fe-0baba69a976e,Cabin Crew,Abu Dhabi,CANADA,Manager 16,Inflight,G3,Part-time,Mixed,High Performer,8.8,4.64,1,favorable,2023-05-31,2024-06-12,77.11
a3a5e248-0364-4c5d-a9fe-0baba69a976e,Cabin Crew,Dammam,PHILIPPINES,Manager 12,Ground Services,G1,Full-time,Long-haul,Meets Expectations,6.4,1.32,1,unfavorable,2024-10-23,2024-01-16,30.0
669c0ebf-7c5d-42f3-bd2e-4103a50beb36,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 13,Operations,G3,Part-time,Short-haul,Meets Expectations,12.7,1.46,1,unfavorable,2023-10-02,2023-05-09,30.0
669c0ebf-7c5d-42f3-bd2e-4103a50beb36,Cabin Manager,Jeddah,UK,Manager 17,Training,G2,Part-time,Short-haul,High Performer,2.0,3.28,1,neutral,2024-09-26,2024-09-30,57.43
669c0ebf-7c5d-42f3-bd2e-4103a50beb36,Cabin Crew,Jeddah,USA,Manager 8,Inflight,G3,Full-time,Short-haul,High Performer,0.6,4.03,2,favorable,2024-09-20,2024-11-06,72.07
669c0ebf-7c5d-42f3-bd2e-4103a50beb36,Cabin Crew,Jeddah,USA,Manager 13,Operations,G1,Part-time,Mixed,Meets Expectations,2.8,2.6,2,neutral,2023-10-01,2024-08-17,34.41
669c0ebf-7c5d-42f3-bd2e-4103a50beb36,Cabin Crew,Riyadh,UK,Manager 20,Inflight,G1,Part-time,Short-haul,Meets Expectations,7.7,2.68,1,neutral,2023-11-19,2024-02-19,53.64
bc5ce5e4-b1e2-4696-b4aa-0770e7776b6e,Cabin Manager,Abu Dhabi,PHILIPPINES,Manager 5,Ground Services,G2,Contract,Short-haul,High Performer,3.0,3.53,1,favorable,2024-05-29,2023-10-24,54.23
bc5ce5e4-b1e2-4696-b4aa-0770e7776b6e,Cabin Crew,Jeddah,INDIA,Manager 18,Operations,G2,Part-time,Short-haul,High Performer,1.5,3.02,1,neutral,2024-04-11,2024-07-14,41.93
1a23e58e-9c6a-4de7-b790-d76658dd7c96,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 15,Operations,G1,Contract,Long-haul,Meets Expectations,0.1,1.07,2,unfavorable,2024-07-11,2024-04-09,30.0
1a23e58e-9c6a-4de7-b790-d76658dd7c96,Cabin Crew,Dammam,USA,Manager 12,Ground Services,G1,Part-time,Long-haul,Meets Expectations,1.9,1.45,2,unfavorable,2024-08-19,2024-03-13,30.0
1a23e58e-9c6a-4de7-b790-d76658dd7c96,Cabin Crew,Dammam,CANADA,Manager 17,Training,G1,Full-time,Long-haul,Meets Expectations,6.2,3.33,4,neutral,2024-10-03,2024-04-02,38.82
1a23e58e-9c6a-4de7-b790-d76658dd7c96,Cabin Crew,Jeddah,PHILIPPINES,Manager 15,Inflight,G1,Full-time,Long-haul,Meets Expectations,0.8,4.17,2,favorable,2023-07-23,2023-09-29,49.89
262e8b5c-59e0-4fb8-a97a-534ad3233064,Cabin Crew,Abu Dhabi,INDIA,Manager 2,Ground Services,G2,Part-time,Long-haul,High Performer,2.1,4.05,4,favorable,2024-02-10,2024-01-31,47.76
262e8b5c-59e0-4fb8-a97a-534ad3233064,Cabin Crew,Jeddah,UAE,Manager 6,Operations,G1,Contract,Long-haul,Meets Expectations,0.1,3.96,3,favorable,2023-08-03,2024-05-01,46.51
f014aaf7-0ed6-4836-b86a-69369520927a,Cabin Manager,Dammam,PHILIPPINES,Manager 17,Ground Services,G2,Part-time,Long-haul,High Performer,6.4,4.09,3,favorable,2024-12-05,2023-11-27,61.84
f014aaf7-0ed6-4836-b86a-69369520927a,Cabin Crew,Jeddah,UK,Manager 16,Operations,G1,Contract,Short-haul,Meets Expectations,10.6,1.18,5,unfavorable,2023-12-03,2024-12-17,30.0
f014aaf7-0ed6-4836-b86a-69369520927a,Cabin Crew,Abu Dhabi,UAE,Manager 17,Ground Services,G1,Part-time,Short-haul,High Performer,4.2,4.58,1,favorable,2024-03-29,2023-04-27,75.89
adbb5ef3-6d93-4305-8eec-b1fcb69cb6c5,Cabin Crew,Dammam,UK,Manager 20,Training,G3,Full-time,Mixed,Meets Expectations,0.1,4.56,1,favorable,2024-03-19,2023-10-21,52.34
adbb5ef3-6d93-4305-8eec-b1fcb69cb6c5,Flight Manager,Riyadh,UK,Manager 9,Operations,G3,Full-time,Short-haul,High Performer,1.2,3.13,0,neutral,2024-10-10,2024-08-10,73.28
adbb5ef3-6d93-4305-8eec-b1fcb69cb6c5,Cabin Crew,Dammam,UK,Manager 5,Ground Services,G1,Contract,Long-haul,High Performer,2.9,1.99,1,unfavorable,2024-07-05,2024-10-21,40.08
fb6397ac-0fd9-4436-accd-7567af8649e4,Cabin Manager,Riyadh,PHILIPPINES,Manager 1,Training,G2,Part-time,Long-haul,Meets Expectations,4.4,3.37,3,neutral,2024-06-29,2024-05-28,44.06
fb6397ac-0fd9-4436-accd-7567af8649e4,Cabin Crew,Jeddah,USA,Manager 6,Training,G1,Contract,Mixed,Meets Expectations,3.4,3.23,1,neutral,2023-04-16,2023-08-25,53.33
fb6397ac-0fd9-4436-accd-7567af8649e4,Cabin Crew,Jeddah,UAE,Manager 14,Inflight,G3,Full-time,Short-haul,Meets Expectations,12.4,1.89,3,unfavorable,2024-11-09,2024-03-05,30.0
fb6397ac-0fd9-4436-accd-7567af8649e4,Cabin Crew,Abu Dhabi,INDIA,Manager 17,Operations,G1,Contract,Short-haul,Meets Expectations,14.0,3.41,3,neutral,2024-05-29,2024-12-06,55.21
fb6397ac-0fd9-4436-accd-7567af8649e4,Flight Manager,Riyadh,USA,Manager 19,Inflight,G3,Part-time,Mixed,High Performer,0.6,4.19,1,favorable,2024-01-03,2024-07-28,60.41
d73afaba-5147-4105-b9dc-b87a4638776b,Cabin Crew,Jeddah,PHILIPPINES,Manager 1,Training,G1,Contract,Long-haul,Meets Expectations,0.7,4.22,1,favorable,2024-10-21,2024-09-21,55.66
d73afaba-5147-4105-b9dc-b87a4638776b,Cabin Manager,Riyadh,UK,Manager 1,Inflight,G1,Part-time,Long-haul,High Performer,2.2,1.24,2,unfavorable,2023-04-10,2024-11-14,30.0
d73afaba-5147-4105-b9dc-b87a4638776b,Cabin Manager,Jeddah,INDIA,Manager 13,Inflight,G2,Part-time,Long-haul,Meets Expectations,2.7,1.79,1,unfavorable,2023-08-21,2024-05-08,30.0
0f624429-42e6-4d17-8be9-a38e5e4d3835,Cabin Crew,Dammam,UAE,Manager 14,Ground Services,G3,Full-time,Long-haul,Meets Expectations,4.4,3.67,1,favorable,2024-03-24,2024-09-15,49.53
0f624429-42e6-4d17-8be9-a38e5e4d3835,Cabin Crew,Jeddah,USA,Manager 6,Inflight,G3,Part-time,Mixed,Meets Expectations,7.4,4.44,4,favorable,2023-10-18,2023-11-19,54.98
0f624429-42e6-4d17-8be9-a38e5e4d3835,Cabin Crew,Abu Dhabi,CANADA,Manager 6,Training,G3,Part-time,Short-haul,Meets Expectations,0.7,3.08,2,neutral,2023-11-08,2024-02-18,38.36
0f624429-42e6-4d17-8be9-a38e5e4d3835,Cabin Crew,Dammam,USA,Manager 1,Inflight,G2,Part-time,Long-haul,Meets Expectations,8.1,3.83,0,favorable,2024-05-29,2024-05-05,52.41
ad795c49-d0ee-42ae-b8c8-597befbb0980,Cabin Manager,Abu Dhabi,INDIA,Manager 14,Operations,G1,Contract,Short-haul,High Performer,4.7,1.08,2,unfavorable,2024-05-13,2024-09-30,30.0
ad795c49-d0ee-42ae-b8c8-597befbb0980,Cabin Manager,Dammam,PHILIPPINES,Manager 3,Ground Services,G2,Full-time,Short-haul,High Performer,19.8,3.43,2,neutral,2023-10-30,2024-08-20,53.71
91b8cad0-04ea-4ae5-af60-fffde0a11e01,Cabin Crew,Riyadh,UAE,Manager 10,Training,G1,Contract,Long-haul,Meets Expectations,5.3,4.85,4,favorable,2024-08-04,2024-07-22,65.02
91b8cad0-04ea-4ae5-af60-fffde0a11e01,Cabin Crew,Abu Dhabi,INDIA,Manager 19,Inflight,G2,Contract,Long-haul,Meets Expectations,6.3,3.64,2,favorable,2024-02-18,2024-11-11,55.81
91b8cad0-04ea-4ae5-af60-fffde0a11e01,Cabin Manager,Jeddah,UK,Manager 19,Operations,G2,Full-time,Long-haul,Meets Expectations,1.1,4.69,1,favorable,2023-08-07,2024-11-21,59.91
91b8cad0-04ea-4ae5-af60-fffde0a11e01,Cabin Crew,Riyadh,UAE,Manager 19,Training,G3,Contract,Short-haul,Meets Expectations,7.3,3.26,4,neutral,2024-04-07,2024-02-29,33.28
91b8cad0-04ea-4ae5-af60-fffde0a11e01,Cabin Manager,Jeddah,USA,Manager 4,Inflight,G2,Contract,Mixed,Meets Expectations,0.4,4.37,1,favorable,2024-03-16,2024-05-10,55.95
8ea2a9ad-c215-4dc0-b6fd-a7dfb3257309,Cabin Crew,Dammam,INDIA,Manager 20,Ground Services,G1,Part-time,Long-haul,Meets Expectations,5.3,1.5,0,unfavorable,2023-05-29,2023-04-16,30.0
